Time	Position	Velocity	Acceleration	Position	Velocity	Acceleration
0.00	0.227	-0.085	3.399	0.180	0.006	-0.128
0.02	0.224	-0.000	2.243	0.180	0.003	-0.110
0.04	0.227	0.037	0.646	0.180	0.001	-0.074
0.06	0.227	0.008	-0.215	0.180	0.000	-0.027
0.08	0.227	0.008	-0.180	0.180	0.000	0.007
0.10	0.227	0.005	-0.186	0.180	0.001	0.023
0.12	0.227	0.001	-0.169	0.180	0.002	0.000
0.14	0.227	-0.001	-0.168	0.180	0.000	-0.011
0.16	0.227	-0.006	-0.104	0.180	-0.000	0.062
0.18	0.227	-0.007	0.041	0.180	0.005	0.056
0.20	0.227	-0.004	0.161	0.181	0.004	-0.045
0.22	0.227	-0.000	0.236	0.180	0.001	-0.086
0.24	0.227	0.009	0.139	0.181	0.001	-0.123
0.26	0.227	0.010	-0.136	0.181	-0.005	-0.067
0.28	0.227	-0.002	-0.181	0.180	-0.005	0.097
0.30	0.227	-0.004	0.025	0.180	0.002	0.126
0.32	0.227	0.004	0.038	0.180	0.004	-0.004
0.34	0.227	0.002	-0.126	0.181	-0.001	-0.041
0.36	0.227	-0.003	-0.233	0.180	-0.001	0.055
0.38	0.227	-0.013	-0.120	0.180	0.004	0.035
0.40	0.226	-0.008	-0.012	0.181	0.003	-0.067
0.42	0.227	-0.004	-0.215	0.181	-0.001	-0.049
0.44	0.227	-0.019	-0.256	0.180	-0.001	0.059
0.46	0.226	-0.033	0.450	0.180	0.004	0.058
0.48	0.224	0.003	0.951	0.181	0.002	0.014
0.50	0.227	0.031	0.295	0.180	0.002	0.035
0.52	0.227	0.011	-0.299	0.181	0.006	-0.087
0.54	0.227	0.006	-0.395	0.181	0.002	-0.336
0.56	0.227	-0.001	-0.509	0.181	-0.007	-0.557
0.58	0.227	-0.011	-0.617	0.181	-0.032	-0.244
0.60	0.227	-0.041	-0.041	0.179	-0.027	0.512
0.62	0.224	-0.015	0.688	0.179	0.002	0.668
0.64	0.227	-0.003	0.885	0.180	0.015	0.170
0.66	0.223	0.019	0.962	0.181	-0.002	0.117
0.68	0.227	0.055	0.144	0.179	0.000	0.843
0.70	0.227	0.023	-0.563	0.180	0.044	1.141
0.72	0.227	0.013	-0.419	0.181	0.065	0.702
0.74	0.228	0.008	-0.304	0.183	0.050	1.063
0.76	0.228	0.004	-0.227	0.182	0.099	1.655
0.78	0.228	0.002	-0.216	0.187	0.155	0.553
0.80	0.228	-0.020	0.399	0.190	0.129	-0.819
0.82	0.226	0.015	1.044	0.192	0.100	-1.125
0.84	0.229	0.055	0.269	0.194	0.040	0.499
0.86	0.229	0.023	-0.417	0.190	0.127	1.896
0.88	0.229	0.017	-0.276	0.200	0.179	0.637
0.90	0.230	0.019	-0.302	0.200	0.128	0.112
0.92	0.230	0.010	-0.409	0.203	0.161	0.384
0.94	0.231	-0.016	0.186	0.207	0.182	-0.514
0.96	0.228	0.017	0.783	0.213	0.114	-0.135
0.98	0.232	0.043	0.231	0.210	0.114	2.588
1.00	0.231	0.020	-0.136	0.214	0.278	2.656
1.02	0.232	0.026	-0.058	0.224	0.293	-0.454
1.04	0.232	0.023	-0.144	0.228	0.212	-1.835
1.06	0.233	0.019	-0.164	0.231	0.187	-1.605
1.08	0.233	0.016	-0.194	0.235	0.161	-1.390
1.10	0.233	0.012	-0.234	0.239	0.096	0.231
1.12	0.233	0.006	-0.212	0.236	0.169	1.688
1.14	0.233	0.003	-0.136	0.245	0.243	-0.093
1.16	0.234	-0.002	0.017	0.250	0.144	-1.070
1.18	0.233	0.004	0.103	0.249	0.131	0.638
1.20	0.234	0.010	-0.150	0.253	0.209	0.773
1.22	0.234	-0.004	-0.339	0.259	0.209	-1.058
1.24	0.233	-0.009	-0.333	0.262	0.150	-2.243
1.26	0.233	-0.013	-0.400	0.265	0.080	-1.561
1.28	0.233	-0.021	-0.495	0.264	0.061	0.401
1.30	0.233	-0.053	0.220	0.266	0.119	1.368
1.32	0.229	-0.017	1.061	0.270	0.159	0.388
1.34	0.232	0.025	0.343	0.274	0.122	-0.298
1.36	0.232	-0.003	-0.462	0.273	0.127	-0.279
1.38	0.232	-0.013	-0.457	0.279	0.137	-1.173
1.40	0.231	-0.021	-0.368	0.281	0.078	-1.800
1.42	0.231	-0.025	-0.322	0.282	0.025	-0.836
1.44	0.230	-0.034	-0.285	0.280	0.045	0.216
1.46	0.229	-0.042	-0.033	0.284	0.075	-0.361
1.48	0.228	-0.033	0.109	0.285	0.014	-0.443
1.50	0.228	-0.030	-0.128	0.282	0.036	0.223
1.52	0.227	-0.037	-0.411	0.286	0.058	-0.513
1.54	0.227	-0.048	-0.535	0.286	0.016	-1.308
1.56	0.226	-0.077	0.126	0.286	-0.009	-1.517
1.58	0.222	-0.047	0.900	0.286	-0.039	-1.719
1.60	0.224	-0.010	0.342	0.286	-0.096	-1.011
1.62	0.223	-0.030	-0.387	0.281	-0.098	0.453
1.64	0.223	-0.046	-0.273	0.281	-0.054	0.811
1.66	0.221	-0.043	-0.005	0.280	-0.050	0.356
1.68	0.221	-0.036	-0.090	0.278	-0.031	-0.512
1.70	0.220	-0.047	-0.183	0.280	-0.077	-1.053
1.72	0.219	-0.050	-0.013	0.275	-0.113	0.085
1.74	0.218	-0.045	0.090	0.273	-0.054	0.427
1.76	0.217	-0.044	0.051	0.275	-0.062	-0.653
1.78	0.216	-0.043	-0.012	0.271	-0.100	-0.998
1.80	0.215	-0.045	-0.049	0.270	-0.114	-0.815
1.82	0.214	-0.048	0.009	0.267	-0.129	-0.652
1.84	0.213	-0.044	0.034	0.265	-0.140	-0.481
1.86	0.212	-0.040	-0.154	0.261	-0.149	-0.312
1.88	0.212	-0.049	-0.304	0.258	-0.149	-0.311
1.90	0.211	-0.073	0.393	0.256	-0.159	-0.471
1.92	0.208	-0.034	1.062	0.252	-0.168	-0.545
1.94	0.210	0.000	0.425	0.249	-0.177	-0.644
1.96	0.209	-0.021	-0.097	0.246	-0.217	0.223
1.98	0.208	-0.019	-0.004	0.238	-0.175	1.296
2.00	0.208	-0.016	-0.066	0.239	-0.125	0.612
2.02	0.208	-0.021	-0.183	0.235	-0.146	-0.336
2.04	0.207	-0.023	-0.368	0.232	-0.159	-0.458
2.06	0.207	-0.028	-0.750	0.229	-0.170	-0.242
2.08	0.207	-0.066	-0.386	0.225	-0.166	-0.060
2.10	0.204	-0.068	1.046	0.222	-0.168	-0.095
2.12	0.203	-0.026	2.399	0.219	-0.170	-0.186
2.14	0.202	0.065	2.025	0.215	-0.174	-0.324
2.16	0.207	0.090	0.030	0.212	-0.181	-0.448
2.18	0.207	0.037	-0.829	0.209	-0.206	0.073
2.20	0.207	0.034	-0.564	0.203	-0.188	1.015
2.22	0.208	0.027	-0.530	0.200	-0.146	1.164
2.24	0.209	-0.004	0.186	0.198	-0.138	1.124
2.26	0.206	0.034	0.722	0.195	-0.118	1.603
2.28	0.211	0.063	-0.256	0.192	-0.057	1.282
2.30	0.211	0.019	-0.882	0.193	-0.042	-0.063
2.32	0.212	-0.030	0.837	0.191	-0.078	-0.607
2.34	0.206	0.053	2.468	0.190	-0.086	-0.223
2.36	0.214	0.143	0.929	0.188	-0.084	0.177
2.38	0.216	0.091	-0.805	0.186	-0.075	0.444
2.40	0.216	0.067	-0.762	0.185	-0.063	0.499
2.42	0.218	0.059	-0.376	0.184	-0.055	0.509
2.44	0.219	0.060	-0.125	0.182	-0.045	0.584
2.46	0.221	0.043	0.443	0.182	-0.030	0.610
2.48	0.219	0.077	0.940	0.181	-0.017	0.513
2.50	0.224	0.108	0.276	0.181	-0.011	0.452
2.52	0.225	0.085	-0.281	0.181	-0.002	0.508
2.54	0.227	0.078	-0.063	0.181	0.011	0.520
2.56	0.228	0.084	0.146	0.181	0.020	0.486
2.58	0.230	0.091	0.057	0.182	0.028	0.514
2.60	0.232	0.086	-0.069	0.182	0.040	0.569
2.62	0.233	0.087	-0.116	0.184	0.055	0.474
2.64	0.235	0.082	-0.163	0.185	0.059	0.388
2.66	0.236	0.078	-0.153	0.186	0.069	0.379
2.68	0.238	0.079	-0.250	0.188	0.071	0.476
2.70	0.240	0.072	-0.411	0.188	0.087	0.587
2.72	0.242	0.045	0.136	0.191	0.103	0.338
2.74	0.240	0.076	0.633	0.193	0.103	-0.044
2.76	0.245	0.102	-0.183	0.195	0.099	-0.288
2.78	0.246	0.066	-0.827	0.197	0.087	-0.201
2.80	0.247	0.033	-0.020	0.199	0.076	0.539
2.82	0.246	0.066	0.761	0.199	0.103	1.341
2.84	0.250	0.100	0.031	0.202	0.161	0.704
2.86	0.251	0.064	-0.651	0.207	0.158	-0.982
2.88	0.252	0.053	-0.488	0.210	0.086	-1.002
2.90	0.253	0.048	-0.399	0.209	0.063	1.349
2.92	0.254	0.043	-0.618	0.210	0.159	2.859
2.94	0.255	0.029	-0.996	0.216	0.243	1.403
2.96	0.256	0.004	-1.177	0.222	0.227	-0.901
2.98	0.256	-0.061	0.404	0.225	0.178	-2.084
3.00	0.250	0.015	2.065	0.229	0.136	-2.541
3.02	0.257	0.096	0.538	0.232	0.064	-1.991
3.04	0.257	0.036	-1.102	0.231	0.015	0.482
3.06	0.257	0.011	-1.104	0.230	0.081	2.937
3.08	0.257	-0.009	-0.831	0.234	0.170	3.432
3.10	0.257	-0.020	-0.488	0.236	0.264	1.597
3.12	0.256	-0.029	-0.212	0.246	0.257	-1.355
3.14	0.255	-0.027	-0.064	0.249	0.161	-2.159
3.16	0.255	-0.026	-0.167	0.251	0.141	-1.551
3.18	0.255	-0.033	-0.313	0.254	0.122	-1.508
3.20	0.254	-0.040	-0.414	0.257	0.086	-1.413
3.22	0.253	-0.049	-0.509	0.259	0.016	0.553
3.24	0.252	-0.061	-0.558	0.253	0.108	2.291
3.26	0.250	-0.072	-0.523	0.263	0.195	0.230
3.28	0.249	-0.080	-0.507	0.265	0.116	-1.863
3.30	0.248	-0.107	0.092	0.267	0.068	-1.702
3.32	0.243	-0.079	0.732	0.267	0.026	-0.320
3.34	0.245	-0.047	0.043	0.266	0.069	0.595
3.36	0.243	-0.078	-0.632	0.271	0.075	0.262
3.38	0.241	-0.093	-0.443	0.269	0.074	-0.007
3.40	0.239	-0.095	-0.203	0.274	0.084	-0.690
3.42	0.237	-0.095	-0.197	0.274	0.039	-0.972
3.44	0.235	-0.102	-0.270	0.274	0.031	-0.622
3.46	0.233	-0.109	-0.220	0.275	0.022	-0.537
3.48	0.231	-0.111	-0.129	0.275	0.010	-0.497
3.50	0.229	-0.113	-0.065	0.275	0.001	-0.471
3.52	0.226	-0.116	0.038	0.275	-0.007	-0.505
3.54	0.224	-0.111	0.096	0.275	-0.020	-0.515
3.56	0.222	-0.106	-0.079	0.275	-0.028	-0.481
3.58	0.220	-0.115	-0.224	0.274	-0.041	-0.385
3.60	0.217	-0.121	-0.104	0.273	-0.042	-0.399
3.62	0.215	-0.121	0.133	0.273	-0.048	-0.732
3.64	0.212	-0.114	0.294	0.271	-0.073	-0.918
3.66	0.210	-0.104	0.209	0.270	-0.109	-0.111
3.68	0.208	-0.104	0.019	0.265	-0.077	0.659
3.70	0.206	-0.106	-0.048	0.267	-0.049	0.023
3.72	0.204	-0.107	-0.057	0.265	-0.082	-0.469
3.74	0.202	-0.109	0.030	0.263	-0.083	-0.385
3.76	0.200	-0.105	0.146	0.262	-0.091	-0.499
3.78	0.198	-0.114	0.663	0.259	-0.102	-0.670
3.80	0.194	-0.078	1.104	0.257	-0.118	-0.759
3.82	0.195	-0.045	0.457	0.255	-0.133	-0.666
3.84	0.193	-0.064	-0.051	0.253	-0.169	0.394
3.86	0.192	-0.063	0.130	0.246	-0.116	1.315
3.88	0.191	-0.056	0.298	0.248	-0.069	0.240
3.90	0.190	-0.047	0.292	0.245	-0.116	-0.523
3.92	0.189	-0.044	0.219	0.243	-0.118	-0.166
3.94	0.188	-0.038	0.180	0.240	-0.113	-0.089
3.96	0.188	-0.038	0.216	0.238	-0.117	-0.193
3.98	0.186	-0.036	0.515	0.236	-0.120	-0.485
4.00	0.186	-0.015	0.681	0.234	-0.128	-1.117
4.02	0.186	-0.002	0.543	0.231	-0.162	-1.574
4.04	0.186	0.006	0.422	0.228	-0.220	-0.540
4.06	0.186	0.015	0.291	0.221	-0.226	2.224
4.08	0.187	0.015	0.317	0.216	-0.102	3.536
4.10	0.186	0.024	0.500	0.218	-0.012	1.525
4.12	0.187	0.039	0.516	0.218	-0.040	-0.855
4.14	0.188	0.047	0.438	0.216	-0.081	-1.627
4.16	0.189	0.054	0.422	0.215	-0.113	-1.543
4.18	0.190	0.065	0.374	0.213	-0.184	0.382
4.20	0.192	0.069	0.329	0.204	-0.100	2.180
4.22	0.193	0.075	0.400	0.209	-0.021	0.741
4.24	0.195	0.086	0.451	0.206	-0.071	-0.716
4.26	0.196	0.095	0.415	0.206	-0.107	0.072
4.28	0.199	0.105	0.235	0.200	-0.068	1.006
4.30	0.201	0.104	0.094	0.203	-0.017	-0.009
4.32	0.203	0.105	0.163	0.202	-0.083	-0.527
4.34	0.205	0.108	0.354	0.197	-0.065	0.145
4.36	0.207	0.121	0.450	0.200	-0.066	0.509
4.38	0.210	0.129	0.370	0.195	-0.065	1.625
4.40	0.212	0.136	0.231	0.195	0.019	1.682
4.42	0.215	0.141	-0.014	0.197	0.038	0.161
4.44	0.218	0.131	-0.052	0.198	0.015	-0.952
4.46	0.220	0.133	0.161	0.198	-0.017	-1.163
4.48	0.223	0.143	0.172	0.197	-0.053	-0.268
4.50	0.226	0.143	0.070	0.195	-0.043	1.244
4.52	0.229	0.143	0.043	0.194	0.031	1.236
4.54	0.232	0.146	-0.046	0.198	0.032	0.057
4.56	0.235	0.142	-0.140	0.196	0.005	0.040
4.58	0.238	0.138	-0.128	0.197	0.023	0.586
4.60	0.240	0.136	-0.072	0.197	0.031	1.070
4.62	0.243	0.134	0.026	0.197	0.066	1.382
4.64	0.246	0.139	0.013	0.199	0.112	0.453
4.66	0.249	0.141	-0.256	0.203	0.096	-1.062
4.68	0.252	0.126	-0.391	0.204	0.053	-1.786
4.70	0.254	0.119	-0.272	0.205	0.009	-1.487
4.72	0.256	0.118	-0.254	0.204	-0.034	0.163
4.74	0.259	0.109	-0.233	0.202	0.002	2.339
4.76	0.260	0.108	-0.196	0.203	0.108	2.288
4.78	0.263	0.106	-0.392	0.209	0.117	0.977
4.80	0.265	0.090	-0.524	0.207	0.141	-0.067
4.82	0.266	0.081	-0.515	0.216	0.098	-0.315
4.84	0.268	0.074	-0.638	0.210	0.085	1.218
4.86	0.270	0.059	-0.792	0.216	0.190	0.927
4.88	0.271	0.024	-0.179	0.221	0.160	-0.933
4.90	0.269	0.048	0.522	0.223	0.111	-1.160
